institution_name,country
"B.F.Froeschke.UniversityofSouthFlorida,Fla.CenterforCommunityDesignandResearch,4202EastFowlerAvenue,HMS301,Tampa,FL33620,USA.",USA
"BAgriScienceQueensland,DepartmentofEmployment,EconomicDevelopmentandInnovation,",
"BAlaskaDepartmentofFishandGame,3298DouglasPlace,Homer,AK99603,USA.",USA
"BAustralianInstituteofMarineScience,P.O.Box40197,CasuarinaMC,NT0811,Australia.",Australia
"BAustralianInstituteofMarineScience,PMB3,Townsville,Qld4810,Australia.",Australia
"BAustralianRiversInstitute,GriffithUniversity,GoldCoast,Qld4222,Australia.",Australia
"BBiologyDepartment,DukeUniversity,Durham,NC27708,USA.",USA
"BBiomedicalResourceUnit,UniversityofKwaZulu–Natal,Durban,4000,SouthAfrica.",
"BCenterforSharkResearch,MoteMarineLaboratory,1600KenThompsonParkway,",
BCentredeRecherchesInsulairesetObservatoiredel’Environnement(CRIOBE],
"BCentreforEnvironment,FisheriesandAquacultureScience,Lowestoft,Suffolk,NR33OHT,UK.",UK
"BCentreforMarineFuturesandSchoolofAnimalBiology,OceansInstitute,",
"BCentreforSustainableTropicalFisheriesandAquaculture,JamesCookUniversity,Townsville,",
"BDepartmentofBiologicalSciences,MacquarieUniversity,NorthRyde,NSW2109,Australia.",Australia
"BDepartmentofBotanyandZoology,StellenboschUniversity,NaturalSciencesBuilding,",
"BDepartmentofEcology&EvolutionaryBiologyandtheBiodiversityInstitute,UniversityofKansas,",
"BDepartmentofEmployment,EconomicDevelopmentandInnovation,POBox1085,",
"BDepartmentofMarineandEnvironmentalSystems,FloridaInstituteofTechnology,",
"BDepartmentofPrimaryIndustriesandFisheries,SustainableFisheries,NorthernFisheriesCentre,",
"BDepartmentofPrimaryIndustriesandRegionalDevelopment,POBox20,NorthBeach,",
"BDepartmentofZoology,TheUniversityofMelbourne,Parkville,Victoria3010,Australia.",Australia
"BFieldMuseum,PritzkerLaboratoryforMolecularSystematicsandEvolution,1400SouthLake",
"BFisheriesCentre,AquaticEcosystemsResearchLaboratory,2202MainMall,UniversityofBritish",
"BFisheriesNSW,SydneyInstituteofMarineScience,19ChowderBayRoad,Mosman,",
"BFloridaFishandWildlifeConservationCommission,FishandWildlifeResearchInstitute,",
"BFloridaMuseumofNaturalHistory,DickinsonHall,1659MuseumRoad,UniversityofFlorida,",
"BGeorgeChenSharkResearchCenter,NationalTaiwanOceanUniversity,2Pei-NingRoad,",Taiwan
"BGlobalFinPrintProject,TheUniversityofWesternAustralia(MO96),35StirlingHighway,",Australia
"BInstituteofMarineAffairsandResourceManagement,NationalTaiwanOceanUniversity,",Taiwan
"BInstituteofZoology,RheinischeFriedrich-WilhelmUniversita¨tBonn,",
"BKagoshimaUniversity,FacultyofFisheries,4-50-20,Shimoarata,KagoshimaCity,",
"BMarineandFreshwaterFisheriesResearchInstitute,FisheriesVictoria,Departmentof",
"BMarineandFreshwaterFisheriesResearchInstitute,FisheriesVictoria,DepartmentofPrimary",
"BNOAA/NationalMarineFisheriesService,SoutheastFisheriesScienceCenter,",
"BNSWDepartmentofPrimaryIndustries,CronullaFisheriesResearchCentreofExcellence,",
"BNationalInstituteofWaterandAtmosphericResearchLtd,PrivateBag14-901,Kilbirnie,",
"BOregonStateUniversity,DepartmentofFisheriesandWildlife,104NashHall,Corvallis,",
"BPelagicFisheriesResearchProgram,UniversityofHawaiiatManoa,1000PopeRoad,",
"BPortStephensFisheriesInstitute,NewSouthWalesDepartmentofPrimaryIndustries,",
"BPresentaddress:NOAA,NMFS,AlaskaFisheriesScienceCenter,KodiakLaboratory,",
"BQueenslandDepartmentofPrimaryIndustriesandFisheries,38-40TingiraStreet,Portsmith,",
"BQueenslandDepartmentofPrimaryIndustriesandFisheries,SustainableFisheries,Northern",
"BRJDunlapMarineConservationProgram,UniversityofMiami,4600RickenbackerCauseway,",
"BRapidAssessmentUnit,InnovativeFoodTechnology,DepartmentofAgriculture,Fisheries&",
"BSamHoustonStateUniversity,TexasResearchInstituteforEnvironmentalStudies,",
"BSaveOurSeasFoundation–D’ArrosResearchCentre(SOSF-DRC),RuePhilippePlantamour20,",
"BSchoolofBiologicalSciences,FlindersUniversity,SturtRoad,BedfordPark,SA5042,Australia.",Australia
"BSchoolofEarthandEnvironmentalSciences,JamesCookUniversity,Townsville,Qld4811,Australia.",Australia
"BSchoolofLifeandEnvironmentalSciences,DeakinUniversity,221BurwoodHighway,",
"BSchoolofMarineScienceandTechnology,TokaiUniversity,3-20-1,Orido,Shimizu,",
"BSharkResearchCenter,Iziko]SouthAfricanMuseum,P.O.Box61,CapeTown8000,",
"BSouthAustralianResearchandDevelopmentInstitute,AquaticSciences,POBox120,",Australia
"BSouthwestFisheriesScienceCenter,8604LaJollaShoresDrive,LaJolla,CA92037,USA.",USA
"BTheUniversityofTokyo,DepartmentofAquaticBioscience,GraduateSchoolofAgricultural",
"BUSR3278CNRS-EPHE,CentredeRecherchesInsulairesetObservatoire",
"BUniversity(ofLondon)MarineBiologicalStation,Millport,IsleofCumbrae,Scotland,",
"BUniversityofLondonMarineBiologicalStation,Millport,IsleofCumbrae,",
"BWesternAustralianFisheriesandMarineResearchLaboratories,DepartmentofFisheries,",Australia
"BachP,SeninaI,GaribaldiF, AssociationoftheUnitedKingdom,Plymouth,UnitedKingdom,24OceanandEarthScience,NationalOceanographyCentre",
"Bag 92006, Auckland, 1142, New Zealand and ‡Science Branch, Gulf Fisheries Centre,",New Zealand
"Bag X1, Stellenbosch University, Stellenbosch 7600, South Africa and ¶Shark Diving",South Africa
"Bag05,Hobart,Tasmania7001,Australia.10SchoolofBiologicalSciences,RoyalHolloway,UniversityofLondon,EghamTW200EX,UK.11JointInstituteforMarineandAtmospheric",UK
"Bahamas 7 Anderson Cabot Center for Ocean Life, New England",
"Bahamas, ‖Department of Fisheries Oceanography, School for Marine Science and",
"Baja California, 22860, Mexico. 6National Institute of Water and Atmospheric Research (NIWA), Wellington,",Mexico
"Balboa, Panama. 3 Museum für Naturkunde, Leibniz Institute for Evolution and Biodiversity Science, Invalidenstrasse 43, 10115 Berlin, Germany.",Panama
"BamfieldMarineSciencesCentre,100PachenaRoad,Bamfield,BCV0R1B0,Canada",Canada
"Bangla Agricultural University, Dhaka, Bangladesh",Bangladesh
BangladeshFisheriesResearchInstitute; datawerealsoopportunisticallycollectedatlandingsites.,Bangladesh
"BangladeshFisheriesResearchInstitute; more than 90 elasmobranchs are regulated under Bangladesh's law, non-",Bangladesh
"BangorUniversity,MenaiBridge,AngleseyLL595AB,",
"BangorUniversity,MenaiBridge,AngleseyLL595AB,UK reliable non-lethal form of maturity assessment has been",UK
"BangorUniversity,MenaiBridgeLL59",
"Barcelona,Spain,4InstituteforMarineBiologicalResourcesandBiotechnology,NationalResearch",Spain
"Base, Kochi 682 005, India; A. Biju Kumar is in the Department of Aquatic Biology & Fisheries, University of Kerala, Thiruvananthapuram 695 581,",India
"Bathyraja kincaidii, and neither illustrated nor mentioned a (USNM), and the Texas Cooperative Wildlife Collection, College",
"Beach, CA 90840, USA. 2School of Environmental Science and Engineering, Southern University of Science and",USA
"Beach,SA,Australia,4SchoolofBiologicalSciences,TheUniversityofWesternAustralia,Crawley,WA,Australia,5New",Australia
Beaufort Laboratory,
"BedfordInstituteofOceanography,1ChallengerDrive,POBox vores. This loss has resulted in profound ecosystem",
"BedfordInstituteofOceanography,POBox1006,Dartmouth,NS,CanadaB2Y4A2",Canada
"BehaviorGraduateGroup,UniversityofCalifornia,Davis,Davis,CAUnitedStates,3CoastalOregonMarineExperiment",
"Behaviour, University of Liverpool,",
"BeijingInstituteofBiotechnology,China",China
"Belfield, Dublin 4, Ireland. M. W. Clarke: Marine Institute, Oranmore, Galway, Ireland. Correspondence to S. Mariani: tel: þ353 1 716 2347;",Ireland
"Belfield, Dublin 4, Ireland. M. W. Clarke: Marine Institute, Oranmore, Galway, Ireland. Correspondence to S. Mariani: tel: þ353 1 7162347;",Ireland
"Belgium,2NationalInstituteofWaterandAtmosphericResearch(NIWA),Wellington,NewZealand",Belgium
BenSpeers-Roesch(UniversityofBritishColumbia),
"Berhad,KualaLumpur,Malaysia,3AustralianInstituteofMarineScience,c/oUWAOceansInstitute(MO96),Crawley,WesternAustralia,Australia,",Australia
"Berlin,Germany;2CentreforResearchinAnimalBehaviour,CollegeofLifeandEnvironmentalSciences,Universityof",Germany
"Bermu´dez-RivasC,Moncaleano-NiñoA´M, CienciasBiolo´gicas,UniversidaddeLosAndes,Bogota´,Colombia,3CorporationCenterofExcellence",Colombia
"BernardS(cid:1)eret,IchthyoConsult,6bisrueduCentre,91430Igny,France.",France
"Bethesda, MD, USA. 19Fisheries Science, Virginia Institute of Marine Science College of William & Mary, Gloucester Point, VA, USA. 20IUCN Global Marine",USA
"BierwagenS,MillerIBandBarnettA(2023) DepartmentofBiodiversity,ConservationandAttractions,Kensington,WA,Australia,4Australian",Australia
"Bigmanetal.,2016,forareview),withrecentrecordspublishedonthe museum collections at the Auckland War Memorial Museum,",
"Bimini Biological Field Station, Division of Marine Biology & Fisheries, Rosenstiel School of Marine &",
"Bimini Biological Field Station, Rosenstiel School of Marine and Atmospheric Science, University of Miami,",
BioScience XX: 1–6. © The Author(s) 2014. Published by Oxford University Press on behalf of the American Institute of Biological Sciences. All rights,
"BiocenterGrindelandZoologicalMuseum,UniversityofHamburg,",
"BiocenterGrindelandZoologicalMuseum,UniversityofHamburg,Martin-Luther-King-Platz3,20146Hamburg,Germany",Germany
"Biochemistry,SchoolofMarineSciences,CochinUniversity",
"Biociências,UniversidadedeSãoPaulo,CidadeUniversitária,05508–090SãoPaulo,SP,Brazil;§WyssInstituteforBiologically",Brazil
"BiodiversidadeeRecursosGeneticos Gqeberha,SouthAfrica,5 OceanographicResearchInstitute,Durban,SouthAfrica,6DepartmentofStatistics,Nelson",
"Biodiversity and Ecosystem Dynamics, University of Amsterdam, Amsterdam, the Netherlands | 9MARBEC, University of Montpellier, CNRS, IFREMER,",Netherlands
"Biodiversity,OceanUniversityofChina,Qingdao266003,China.E-mail: freshwater D. akajei is under China ClassII protection system",China
"Biodiversity,TheUniversityofAdelaide,NorthTerrace,",
"BiodiversityCentre,PostGPOBox1047,Adelaide,SA5001,",
"BiodiversityInstitute,UniversityofKansas,Lawrence,",
"BiodiversityandGeneticResources,UniversityofPorto,Porto,Portugal,3BIOPOLISProgramin",Portugal
"Biol. Lett. 15: 20190004. 4SouthCarolinaDepartment ofNatural Resources, Charleston,SC, USA",USA
"BiologiaEvolutiva(UPF-CSIC),PRBB,08003Barcelona,Spain.12Institucio´CatalanadeRecercaiEstudisAvançats(ICREA),08010Barcelona,Catalonia,Spain.13CenterforBiomolecularScienceand",Spain
"Biological Engineering Research Group, University of Hull, Hull, HU6 7RX, UK — 5 Institute of Life Course and Medical Sciences, University of",UK
"Biological Laboratory, Woods Hole, Mass. (U.S.A.)",
"Biological Laboratory,Salisbury Cove,ME,U.S.A.andkSchoolofMarine Sciences,",
"Biological Research (SAAMBR), South Africa, 3Two Oceans Aquarium Foundation, South Africa, 4Department of Ichthyology and Fisheries",South Africa
"Biological Sciences, Faculty of Science and",
"Biological Sciences, Macquarie University,",
"Biological Sciences, Nova Southeastern University, 8000 North Ocean Drive, Dania Beach, FL, 33004, USA. 4Paul",USA
"Biological Sciences, The University of",
"Biological Sciences,Florida International University, NorthMiami, FL,USA; 4Centro deEstudosdoMar, SetordeCieˆncias da",USA
"Biological Sciences,University ofPlymouth, Plymouth PL4 movements from fine to broad spatio-temporal scales",
"Biological,GeologicalandEnvironmentalSciences,AlmaMaterStudiorumUniversityofBologna",
"Biological,GeologicalandEnvironmentalSciences,AlmaMaterStudiorumUniversityofBologna,",
"BiologicalResourcesandInformaticsandDepartmentofBiologicalSciences,TokyoInstituteofTechnology,Yokohama,",
"BiologicalSciences,FlindersUniversity,SturtRoad,BedfordPark,SouthAustralia,5042,Australia",Australia
"BiologicalSciences,MonashUniversity,Clayton,Victoria,Australia.41InstituteforMarineandAntarcticStudies,UniversityofTasmania,Hobart,Tasmania,Australia.",Australia
"BiologicalSciences,TheUniversityofWesternAustralia(UWA),Perth,WA,Australia,5InstitutodeBiologiaandSAGE/",Australia
"BiologicalSciences,UniversityofCanterbury, historical catches and species distribution models (SDMs) are effective tools",
"BiologicalSciences,UniversityofNewHampshire,",
"BiologicalSciences,UniversityofNewSouthWales,",
"BiologicalSciences,UniversityofQueensland,",
"BiologicalandEnvironmentalScienceandEngineering,KingAbdullahUniversityofScienceandTechnology,Thuwal,Saudi",
"Biology (BIMSB), Berlin, Germany. 5Department of Zoology, University of Cambridge, Cambridge, UK. 6School of Biological Sciences, University of Aberdeen, Aberdeen, UK. 7Barcelona",UK
"Biology Department, Adelphi University, Garden City, NY 11530, U.S.A.",
"Biology Department, Bucknell University, Lewisburg, PA 17837, U.S.A.",
"Biology Department, College of Science, UAE University,",UAE
"Biology Department, Mount Allison University, Sackville, New Brunswick, Canada EOA 3CO",Canada
"Biology and Aquarium, Pingtung, Taiwan. 4Institute of Marine Biology, National Dong Hwa University, Pingtung,",Taiwan
"Biology and Biotechnology (PIE-UPV/EHU), University of the Basque Country, Bilbao and",
"Biology and Fisheries, Rosenstiel School of Marine and Atmospheric Science, 4600 Rickenbacker Causeway, Miami, FL 33149, USA and",USA
"Biology and Parasitology, Warsaw Medical University, 5 Cha‡ubiæskiego Street, 02-004 Warsaw, Poland; 3Laboratori de Parasitologia,",Poland
"Biology and the Centre for Marine Science, University of North Carolina Wilmington, Wilmington, NC, 28403, USA.",USA
"Biology of Hebei Province; College of Life Sciences, Hebei Normal University, 050024 Shijiazhuang, Hebei Province, PR China",China
"Biology, Alma Mater Studiorum University of Bologna,",
"Biology, Center for Marine Science,",
"Biology, Sapienza University of Rome, reveal a 52% (range 37%–88%) to 96% (range 92%–100%) overall decline in different",
"Biology, University of California, Riverside, CA, USA",USA
"Biology, University of California; Irvine, CMifornia (USA). substance which is eaaily expressed by handling. This",USA
"Biology, University of Connecticut, Storrs, CT 06269-3043,",
"Biology, University of South Florida,",
"Biology, University of South Florida, 4202 East Fowler Ave.,",
"Biology,Catholic University ofLouvain (UCL), Louvain-la-Neuve, Belgium",Belgium
"Biology,Estacio´nBiolo´gicadeDon˜ana(EBD-CSIC),Avda.Ame´ricoVespucios/n,Sevilla41092,Spain,3DepartmentofBiology,",Spain
"Biology,HarvardUniversity,Cambridge,",
"Biology,JamesCookUniversity,Townsville,QLD4811,",
"Biology,TheUniversityofWesternAustralia,",Australia
"Biology,UniversityofCalifornia,LosAngeles,",
"Biology,UniversityofCalifornia,OneShieldsAvenue,Davis,CA95616,USA",USA
"Biology,UniversityofGuelph,50StoneRoadEast,Guelph,Ontario",
"Biology,UniversityofHartford,200BloomfieldAvenue,West",
"Biology,UniversityofHartford,200BloomfieldAvenue,West a thorny skate, Amblyraja radiata (Donovan)",
"Biology,UniversityofHawaiiatManoa,",
"Biology,UniversityofSouthFlorida,4202EastFowlerAve.,Tampa,",
"Biology,UniversityofTennessee,Knoxville,",
"Biology,UniversityofWesternAustralia,Crawley,WesternAustralia6009,Australia",Australia
"BiologyDepartment,CollegeofScience,UnitedArabEmirates genic activities that have introduced a number of stressors",
"BiologyDepartment,MidwesternStateUniversity,",
"BiologyDepartment,St.AmbroseUniversity,",
"BiologyDepartment,The University of PugetSound,Tacoma,WA98416,U.S.A.",
"BiologyDepartment,UAEUniversity,AlAin,UnitedArab",UAE
"Biomedical Resource Unit, University of KwaZulu-Natal, Durban, 4000, South Africa",South Africa
"Biomedical Sciences, The University of Queensland, Brisbane, QLD 4072, Australia. *email: alice.manuzzi@",Australia
"BiomedicalResearchInstitute,FacultyofVeterinaryMedicine,CardenalHerrera-CEUUniversity,CEU",
"BiomedicalResourceUnit,UniversityofKwaZulu-Natal,",
"BiomedicalSciences,UniversityofQueensland,StLucia,Queensland,4072,Australia",Australia
"Biosciences Department, Naval Ocean Systems Center, San Diego, California 92152, USA",USA
"Biosciences and the School of Ecosystem and Forest Sciences, University of Melbourne,",
"Biosciences, UniversityofOslo, Centre for Ecological and Evolutionary Synthesis(CEES), POBox 1066Blindern, Oslo N-0316,",
"BiosciencesandBiotechnology, NorthRio deJaneiro StateUniversity, RiodeJaneiro, Brazil",Brazil
"Biotechnologies(CNRIRBIM),MazaradelVallo,Italy,12SpanishNationalResearchCouncil,SpanishInstituteof",Italy
"Biotelemetry laboratory, Department of Wildlife, Fish, C. Peñaherrera · g. Soler",
"Biotelemetry laboratory, Department of Wildlife, Fish, with season, apparently in response to seasonal changes in the",
"BiotelemetryLaboratory,DepartmentofWildlife,Fish,",
"Birkbeck,UniversityofLondon,London,UK regulationofthisdistributionmustbecellular,withadentalepitheliuminitiatingthe",UK
"BlS ZTT, U.K. and TDepartment of Zoology, University of California, Berkeley, California, U.S.A.",
"Blacksburg, Virginia, 24061, USA. 4Ecology Action Centre, Halifax, NS, B3K 4L3, Canada. 5Departamento de",USA
"Blacksburg,VA,USA.3CollegeofScienceandEngineering,JamesCookUniversity,Townsville,Queensland,Australia.4EarthtoOceanResearchGroup,DepartmentofBiologicalSciences,Simon",USA
Blanchard 1896; this species was transferred to Limnotrache- Fisheries Research Center and Sunpiazza Aquarium were collectedby,
"Bldg,UniversityofAlberta,Edmonton,ABT6G2E9,Canada.Tel.:+17804921276.",Canada
"Bodega Marine laboratory, University of California Davis,",
"BogorAgriculturalUniversity,",
"Bogotá D.C., Colombia (Bessudo); the Institute for Marine and Antarctic Studies, University of Tasmania, Tasmania,",Colombia
"Bologna, via Selmi 3, 40126 Bologna, Italy (Cariani and Tinti); and School of Biology & Environmental Science, Science",Italy
"Bombradiocarbon intheUSA(AlaskaFisheriesScienceCenter,AFSC;PacificSharkResearchCenter,PSRCatMossLandingMarine",USA
"Borneo is considered a centre for biodiversity in both the terrestrial and aquatic environments. However, information on",
"Boston University Marine Program, Marine Biological Laboratory, Woods Hole, MA 02543, U.S.A.",
"Boston,MA,UnitedStates,3AndersonCabotCenterforOceanLife,NewEnglandAquarium,Boston,MA,UnitedStates,",
"BostonUniversityMarineProgram,5Cummington",
"Botany and Zoology, Stellenbosch University, Stellenbosch, 7600, South Africa, §Dyer Island",South Africa
"BoutiliersPoint,NS,Canada; ArizonaStateUniversity,Glendale,AZ,UnitedStates",Canada
"Box 10712, Durban 4056, South Africa University, Makhanda, South Africa",South Africa
"Box EL-26029, Eleuthera, The Bahamas, and fInstitute of Environmental Science, Carleton University,",
"BrandonP.Hedrick,DepartmentofEarth shark, a taxon for which reproductive biology is well-studied. In a sample of 21",
"Brasileiros, Instituto Chico Mendes de Conservação Department of Oceanography and Fisheries, Centre",
"Brazil,3DepartmentofMarineBiologyandEcology,RosenstielSchoolofMarineandAtmosphericSciences,University",Brazil
"BrazilianNationalInstituteforSpaceResearch(INPE),",Brazil
"Brendan O'Hea, Marine Institute, Rinville,",
"BrendanD.Shea 1DepartmentofFishandWildlifeConservation,VirginiaTech,Blacksburg,VA,UnitedStates,2Beneath",
"Brisbane, Qld 4072, Australia, ∗∗School of Biological Sciences, The University of",Australia
"Bristol), Julian C. Partridge (University of Bristol), David W. Sims tunas,billfish,andsunfish.",
"BrittanyFinucci,NationalInstituteofWater",
"BrittanyFinucci,ResearchInstituteforthe",
Broek 1979; Davey 1980; Black 1982). Shark gills are bags. In the laboratory each sample was thawed and dissected into five,
"BrookeN.Anderson ExperimentStation,OregonStateUniversity,Newport,OR,UnitedStates,3AtlanticSharkInstitute,",
Brought to you by | Cornell University Library,
Brought to you by | New York University Bobst Library Technical Services,
Brought to you by | UCL - University College London,
Brought to you by | University of Sussex Library,
"BrunswickSaintJohn,SaintJohn,NBE2L4L5,Canada,4DepartmentofChemistryandBiology,RyersonUniversity,Toronto,ON",Canada
"Bryan Legare, Center for Coastal Studies, 5 blacktip (n = 198) and lemon (n = 130) sharks tagged in the United States Virgin",United States
"Budd(MarineBiologicalAssociation),InnesC.Cuthill(Universityof predators; principally pelagic and planktivorous sharks but also",
"Buddhists’ lack of understanding of ecology. ited farm animal sanctuaries. (ii) Encourage versity, Milwaukee, WI 53201–1881, USA. 5Department of",USA
"Buffalo, NY 14225, USA. 7Ripley’s Aquarium of Canada, Toronto, ON M5V 3L9, Canada. 8Center for Species Survival,",USA
"Building,UniversityofAberdeen,TillydroneAvenue,AberdeenAB242TZ,United",
"C. Sensini, C. Della Torre, I. Corsi, S. Focardi (Department of",
"C. Vila Pouca, Department of Biological Sciences, Macquarie University, Sydney 2109,",
"C.C.Bruels DeakinGenomicsCentre,DeakinUniversity,Geelong,",
"C.M.Stinson.UniversityofTampa,CollegeofNaturalandHealthSciences,401W.KennedyBoulevard,Tampa,FL33606,USA.",USA
C.P. Keeling. Department of Ecology and Evolutionary Results,
"C.P. Nolan.2 Falkland Islands Fisheries Department, Stanley, the Falkland Island’s fishery, and in any case, interspecies",
C.Wood (McMasterUniversity);P.Walsh(UniversityofMiami),
"CA 90815, USA. 4Present address: Institute of Marine Sciences, University of California, Santa Cruz, CA 95064,",USA
"CA 92093-0202, USA; 2Department of Acanthobothrium brevissime: natural history, anatomy and taxonomic",USA
"CA, USA. 6Moss Landing Marine Laboratories, Moss Landing, CA, USA. 7Environmental Research Division, Southwest Fisheries Science Center, National",USA
"CA,UnitedStates,9TethysResearchInstitute,Milan,Italy",Italy
"CA.WatsonArmourIIICenterforAnimalHealthandWelfare,JohnG.SheddAquarium,",
"CAgri-ScienceQueensland,QueenslandDepartmentofEmployment,EconomicDevelopment",
"CAquaticandThreatsUnit,DepartmentofConservation,Auckland,NewZealand.",
"CB2 3EJ, UK. 2Southern Cross University, Coffs Harbour, New South Wales, 2450, Australia. 3CSIRO Oceans and",UK
"CBiomedicalResourceUnit,UniversityofKwaZulu-Natal,POBoxX54001,Durban4000,SouthAfrica.",
CCentreforSustainableTropicalFisheriesandAquacultureandCollegeofScienceand,
"CCollegeofMarineandEnvironmentalSciences,JamesCookUniversity,Townsville,",
"CCorrespondingauthor.Presentaddress:FishManagementProgram,WashingtonDepartment",
"CCurrentaddress:InstituteofOceanography,NationalTaiwanUniversity,Taipei106,Taiwan.",Taiwan
"CDepartment of Agriculture and Fisheries, G.P.O. Box 1671, Adelaide, S.A. 5001.",
"CDepartmentofAgriculture,ForestryandFisheries,FisheriesResearchandDevelopment,",
"CDepartmentofAquaticZoology,WesternAustralianMuseum,LockedBag49,WelshpoolDC,",Australia
"CDepartmentofConservation,PrivateBag68908,Newton,Auckland,NewZealand.",
"CDepartmentofLifeSciences,NaturalHistoryMuseum,CromwellRd,LondonSW75BD,UK.",UK
"CDepartmentofMathematicsandStatistics,UniversityofAlaskaFairbanks,POBox756660,",
"CDepartmentofPrimaryIndustries,NewSouthWalesFisheries,POBox4321,CoffsHarbour,",
"CDepartmentofPrimaryIndustries,PortStephensFisheriesInstitute,TaylorsBeach,",
"CDepartmentofZoology,TheUniversityofMelbourne,Parkville,Vic.3010,Australia.",Australia
"CDepartmentofZoology,TheUniversityofMelbourne,Vic.3010,Australia.",Australia
"CDepartmentofZoology,UniversityofHawaiiatManoa,Honolulu,HI96822,USA.",USA
"CE)tomakeaprestigioussouphistoricallyreservedforroyalty[2,3]. trade centres in China averaged an annual volume of 16,815t with a",China
"CENIMP/Department of Genetics, Institute of Biology, Federal University of Rio de Janeiro (UFRJ). Rua Rodolpho Paulo Rocco, s/n, CEP 21941-590 Ilha do Funda˜o, Rio",
CENTRAL MARINE FISHERIES RESEARCH INSTITUTE,
"CEarthtoOceanResearchGroup,DepartmentofBiologicalSciences,",
"CElizabethMooreInternationalCenterforCoralReefResearchandRestoration,",
"CFishingandFisheriesResearchCentre,SchoolofEarthandEnvironmentalSciences,",
"CFreshwaterFishGroupandFishHealthUnit,CentreforFishandFisheriesResearch,Schoolof",
"CHalmosCollegeofNaturalSciencesandOceanography,NovaSoutheasternUniversity,8000N",
"CHubbs–SeaWorldResearchInstitute,2595IngrahamStreet,SanDiego,CA92109,USA.",USA
"CITATION 1Environment,Ecology,andEnergyProgram,TheUniversityofNorthCarolinaatChapelHill,Chapel",
"CITATION 2DepartmentofMarineBiology,UniversityofHawaiʻiatMa¯noa,Honolulu,HI,UnitedStates,",
"CITATION Naples,Italy,5DepartmentofLifeandEnvironmentalSciences,UniversityofCagliari,Cagliari,Italy,",Italy
"CITATION NovaSchoolofBusinessandEconomics,NewUniversityofLisbon,Carcavelos,Portugal,4Inspec¸ão",Portugal
"CITATION OrganizationDimitra,Kavala,Greece,9DepartmentofBiology,UniversityofPadua,Padua,Italy,",Italy
"CITATION School of Medicine, Miami, FL, United States",United States
"CITATION UnitedKingdom,2CaymanIslandsDepartmentofEnvironment,Georgetown,CaymanIslands,",
"CITATION University–LongBeach,LongBeach,CA,UnitedStates,2DepartmentofRecreationandLeisure",
"CITATION deBiolog´ıaMarinayLimnolog´ıa,UniversidaddePanama´,Veraguas,Panama,5SharkResearchCenter",Panama
"CInstituteforMarineandAntarcticStudies,UniversityofTasmania,PrivateBag49,Hobart,",
"CInstituteofMarineAffairsandResourceManagement,NationalTaiwanOceanUniversity,",Taiwan
"CMammalResearchInstitute,UniversityofPretoria,Pretoria,0002,RepublicofSouthAfrica.",
"CMarineBiologyResearchDivisionandCenterforMarineBiotechnologyandBiomedicine,",
"CMarineResearchLaboratories,TasmanianAquacultureandFisheriesInstitute,UniversityofTasmania,",
CNR-IASInstituteofAnthropicImpacts,
"CNSWDepartmentofPrimaryIndustries,PortStephensFisheriesCentre,TaylorsBeachRoad,",
"CNarragansettLaboratory,NortheastFisheriesScienceCenter,NationalMarineFisheriesService,",
"CNationalMarineFisheriesService,SoutheastFisheriesScienceCenter,PanamaCityLaboratory,",Panama
"CNorthernTerritoryDepartmentofPrimaryIndustryFisheriesandMines,GPOBox3000,",
"COPYRIGHT AgronomicInstitute,CampusAnseVataIRD,Noume´a,NewCaledonia",USA
"CPacificSharkResearchCenter,MossLandingMarineLaboratories,8272MossLandingRoad,",
"CRDG, 1776 University Ave., UHS 3 #121, Honolulu, HI, 96822, blacktip sharks Carcharhinus limbatus, Keeney et al. 2003,",
"CRIOBE,Papetoai,Moorea,FrenchPolynesia.5CentreforSustainableTropical O2 O2min",
"CSIRO Oceans & Atmosphere, Indian Ocean Marine Research Centre, University of Western Australia, M097, 35 Stirling Highway, Crawley, WA, 6009, Australia",Australia
"CSIROOceansandAtmosphereFlagship, DepartmentofIchthyology,CaliforniaAcademyofSciences,",
"CSULBSharkLab,DepartmentofBiologicalSciences,California those mechanisms vary across marine taxa are not yet",
"CSchoolofBiomedicalSciences,TheUniversityofQueensland,StLucia,Qld4072,Australia.",Australia
"CUniversityofPlymouth,DrakeCircus,Plymouth,Devon,PL48AA,UK.",UK
"CUniversityofSouthFlorida,EnvironmentalScienceandPolicy,4202E.FowlerAvenue,",
"Cagliari,Italy,3InstitutdeCiènciesdelMar,Barcelona,Spain,4MarineLaboratory,MarineScotland",Italy
"Cagliari,Italy,7DepartmentofLifeandEnvironmentalSciences(DiSVAI),PolytechnicUniversityofMarche,",Italy
"Cagliari,Italy,8FishCaptureandProcessingTechnologyDepartment,CukurovaUniversityFisheries",UK
"CaillaudDandDewarH(2022) sharks were sighted per year. There were no schools larger than 10 reported, and the",
"California State University Long Beach; rate (0.08, SE = 0.06) was lower than the rate of gillnet interactions (0.48,",
"California, USA. 3Southern California Coastal Water Research Project, Costa Mesa, California, USA. 4University of",USA
"California, United States of America, 3Marine Environmental Biology, University of Southern California, Los Angeles, California, United States of America, 4Alaska",United States
"California, and ^Institute ofZoology and Comparative Anatomy,",
"CaliforniaBight(SCB),anopenembaymentextending732km Department of Fish and Game (CDFG) initiated a pelagic",
