species_name,trait_class,trait_name,standard_name,method_name,model_name,value,value_type,precision,precision_type,sample_size,sex,location,reference_doi
species_979,,,,,,,,,,,,,
species_979,,,,,,,,,,,,,
species_979,,,,,,,,,,,,,
species_979,,,,,,,,,,,,,
species_979,,,,,,,,,,,,,
species_979,,,,,,,,,,,,,
species_979,,,,,,,,,,,,,
species_979,,,,,,,,,,,,,
species_979,,,,,,,,,,,,,
species_979,,,,,,,,,,,,,
species_979,,,,,,,,,,,,,
species_979,,,,,,,,,,,,,
species_979,,,,,,,,,,,,,
species_979,,,,,,,,,,,,,
species_979,,,,,,,,,,,,,
species_979,,,,,,,,,,,,,
species_979,,,,,,,,,,,,,
species_979,,,,,,,,,,,,,
species_979,,,,,,,,,,,,,
species_979,,,,,,,,,,,,,
species_979,,,,,,,,,,,,,
species_979,Ecological Role,,,,,Medium,mean,,,,,Eastern Pacific Coast to Hawaii,
species_979,Ecological Role,,,,,High,mean,,,,,Eastern Pacific Coast to Hawaii,
species_979,Ecological Role,,,,,Medium,mean,,,,,Eastern Pacific Coast to Hawaii,
species_979,Ecological Role,,,,,High,mean,,,,,Eastern Pacific Coast to Hawaii,
species_979,Ecological Role,,,,,High,mean,,,,,Central Pacific south of Hawaii,
species_979,Ecological Role,,,,,Medium,mean,,,,,Central Pacific south of Hawaii,
species_979,Ecological Role,,,,,High,mean,,,,,Central Pacific south of Hawaii,
species_979,Ecological Role,,,,,Medium,mean,,,,,Central Pacific south of Hawaii,
species_979,Relationships,,,,,24.18,,,,16,,Colima,
species_979,Relationships,,,,,1.48,,,,16,,Colima,
species_979,Relationships,,,,,5.13,,,,5,,Colima,
species_979,Relationships,,,,,0.56,,,,5,,Colima,
species_979,Relationships,,,,,45.21,,,,11,,Colima,
species_979,Relationships,,,,,1.33,,,,11,,Colima,
species_979,Growth,,,,,320,,,,62,,Mexican Central Pacific,
species_979,Growth,,,,,298,,,,35,,Mexican Central Pacific,
species_979,Length,,,,,320,,,,62,,Mexican Central Pacific,
species_979,Length,,,,,298,,,,35,,Mexican Central Pacific,
species_979,Length,,,,,101.7,,,,,,Mexican Central Pacific,
species_979,Length,,,,,272,,,,62,,Mexican Central Pacific,
species_979,Length,,,,,245.6,,,,35,,Mexican Central Pacific,
species_979,Growth,,,,,0.35,,,,62,,Mexican Central Pacific,
species_979,Growth,,,,,0.39,,,,35,,Mexican Central Pacific,
species_979,Reproduction,,,,,1,min,1,range,11,,Mexican Central Pacific,
species_979,Reproduction,,,,,3659,,,,11,,Mexican Central Pacific,
species_556,,,,,,,,,,,,,
species_556,,,,,,,,,,,,,
species_556,,,,,,,,,,,,,
species_556,,,,,,,,,,,,,
species_556,,,,,,,,,,,,,
species_556,,,,,,,,,,,,,
species_556,,,,,,,,,,,,,
species_556,,,,,,,,,,,,,
species_556,,,,,,,,,,,,,
species_556,,,,,,,,,,,,,
species_556,,,,,,,,,,,,,
species_556,,,,,,,,,,,,,
species_556,,,,,,,,,,,,,
species_556,,,,,,,,,,,,,
species_556,,,,,,,,,,,,,
species_556,,,,,,,,,,,,,
species_556,,,,,,,,,,,,,
species_556,,,,,,,,,,,,,
species_556,Relationships,,,,,1.41,mean,1.638,,10,,"Gulf of Carpentaria, QLD, Australia",
species_556,Relationships,,,,,2.98,mean,0.018,,10,,"Gulf of Carpentaria, QLD, Australia",
species_556,Length,,,,,329,max,,,1,,"Gulf of Carpentaria, QLD, Australia",
species_556,Length,,,,,315,max,,,1,,"Gulf of Carpentaria, QLD, Australia",
species_556,Reproduction,,,,,25,raw_value,,,1,,"Gulf of Carpentaria, QLD, Australia",
species_556,Growth,,,,,409,raw_value,,,65,,"Gulf of Carpentaria, QLD, Australia",
species_556,Growth,,,,,0.31,raw_value,,,65,,"Gulf of Carpentaria, QLD, Australia",
species_556,Growth,,,,,-0.47,raw_value,,,65,,"Gulf of Carpentaria, QLD, Australia",
species_556,Growth,,,,,4.9,raw_value,,,,,"Gulf of Carpentaria, QLD, Australia",
species_556,Growth,,,,,0.94,raw_value,,,58,,"Gulf of Carpentaria, QLD, Australia",
species_556,Length,,,,,203,raw_value,,,12,,"Gulf of Carpentaria, QLD, Australia",
species_556,Length,,,,,225,raw_value,,,15,,"Gulf of Carpentaria, QLD, Australia",
species_556,Age,,,,,9,max,,,,,"Gulf of Carpentaria, QLD, Australia",
species_556,Length,,,,,56,raw_value,,,,,"Gulf of Carpentaria, QLD, Australia",
species_556,Age,,,,,5,max,,,1,,"Gulf of Carpentaria, QLD, Australia",
species_556,Length,,,,,306,max,,,,,"Gulf of Carpentaria, QLD, Australia",
species_556,Length,,,,,215,max,,,1,,Gulf of Papua,
species_556,Length,,,,,215,max,,,1,,Gulf of Papua,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,,,,,,,,,,,,,
species_689,Ecological Role,,,,,Medium,mean,,,,,Caribbean,
species_689,Ecological Role,,,,,Medium,mean,,,,,Caribbean,
species_689,Age,,,,,4.3,mean,,,113,,South Carolina,
species_689,Reproduction,,,,,11,mean,,,128,,South Carolina,
species_689,Length,,,,,89.6,mean,,,113,,South Carolina,
species_689,Length,,,,,87.5,min,,,113,,South Carolina,
species_689,Length,,,,,92.6,max,,,113,,South Carolina,
species_689,Length,,,,,96.4,mean,,,128,,South Carolina,
species_689,Length,,,,,91,min,,,128,,South Carolina,
species_689,Length,,,,,95.8,max,,,128,,South Carolina,
species_689,Length,,,,,31,min,,range,2,,South Carolina,
species_689,Reproduction,,,,,15.51,mean,6.6,standard deviation,12,,South Carolina,
species_689,Reproduction,,,,,35.35,mean,2.99,standard deviation,4,,South Carolina,
species_689,Reproduction,,,,,28.83,mean,3.09,standard deviation,128,,South Carolina,
species_689,Reproduction,,,,,June,mean,,,128,,South Carolina,
species_689,Reproduction,,,,,May,min,,range,128,,South Carolina,
species_689,Reproduction,,,,,May,min,,range,128,,South Carolina,
species_689,Reproduction,,,,,9.65,mean,5.68,standard deviation,128,,South Carolina,
species_689,Reproduction,,,,,3.53,mean,0.7,standard deviation,26,,South Carolina,
species_689,Reproduction,,,,,1,min,,range,26,,South Carolina,
species_689,Reproduction,,,,,61,mean,,,26,,South Carolina,
species_689,Reproduction,,,,,2,mean,,,128,,South Carolina,
species_689,Reproduction,,,,,1,mean,,,113,,South Carolina,
species_689,Reproduction,,,,,yes,,,,128,,South Carolina,
species_689,Reproduction,,,,,Placentotrophy,,,,,,South Carolina,
species_689,Length,,,,,128,raw_value,,,258,,Gulf of Mexico,
species_689,Length,,,,,127,raw_value,,,239,,Gulf of Mexico,
species_689,Length,,,,,61.8,raw_value,,,497,,Gulf of Mexico,
species_689,Reproduction,,,,,10,,,,,,Gulf of Mexico,
species_689,Reproduction,,,,,5,mean,4,range,,,Gulf of Mexico,
species_689,Relationships,,,,,0.1217,,,,497,,Gulf of Mexico,
species_689,Relationships,,,,,2.869,,,,497,,Gulf of Mexico,
species_689,Length,,,,,99,raw_value,,,35,,Campeche,
species_689,Length,,,,,106,raw_value,,,29,,Campeche,
species_689,Length,,,,,114,raw_value,,,35,,Campeche,
species_689,Length,,,,,135,raw_value,,,29,,Campeche,
species_689,Length,,,,,41,raw_value,,,64,,Campeche,
species_689,Relationships,,,,,3.7484,raw_value,,,30,,Campeche,
species_689,Relationships,,,,,1.2528,raw_value,,,30,,Campeche,
species_690,,,,,,,,,,,,,
species_690,,,,,,,,,,,,,
species_690,,,,,,,,,,,,,
species_690,,,,,,,,,,,,,
species_690,,,,,,,,,,,,,
species_690,,,,,,,,,,,,,
species_690,,,,,,,,,,,,,
species_690,,,,,,,,,,,,,
species_690,,,,,,,,,,,,,
species_690,,,,,,,,,,,,,
species_690,,,,,,,,,,,,,
species_690,,,,,,,,,,,,,
species_690,,,,,,,,,,,,,
species_690,,,,,,,,,,,,,
species_690,,,,,,,,,,,,,
species_690,,,,,,,,,,,,,
species_690,,,,,,,,,,,,,
species_690,,,,,,,,,,,,,
species_690,,,,,,,,,,,,,
species_690,,,,,,,,,,,,,
species_690,,,,,,,,,,,,,
species_690,,,,,,,,,,,,,
species_690,Ecological Role,,,,,High,mean,,,,,Rowley/Scott Reefs,
species_690,Ecological Role,,,,,Medium,mean,,,,,Rowley/Scott Reefs,
species_690,Ecological Role,,,,,Low,mean,,,,,Rowley/Scott Reefs,
species_690,Ecological Role,,,,,Low,mean,,,,,Rowley/Scott Reefs,
species_690,Ecological Role,,,,,High,mean,,,,,Rowley/Scott Reefs,
species_690,Ecological Role,,,,,Medium,mean,,,,,Rowley/Scott Reefs,
species_690,Ecological Role,,,,,Low,mean,,,,,Rowley/Scott Reefs,
species_690,Ecological Role,,,,,Low,mean,,,,,Rowley/Scott Reefs,
species_690,Ecological Role,,,,,High,mean,,,,,Rowley/Scott Reefs,
species_690,Ecological Role,,,,,Medium,mean,,,,,Rowley/Scott Reefs,
species_690,Ecological Role,,,,,Low,mean,,,,,Rowley/Scott Reefs,
species_690,Ecological Role,,,,,Low,mean,,,,,Rowley/Scott Reefs,
species_690,Ecological Role,,,,,High,mean,,,,,Rowley/Scott Reefs,
species_690,Ecological Role,,,,,Medium,mean,,,,,Rowley/Scott Reefs,
species_690,Ecological Role,,,,,Low,mean,,,,,Rowley/Scott Reefs,
species_690,Ecological Role,,,,,Low,mean,,,,,Rowley/Scott Reefs,
species_690,Length,,,,,222,max,,,1,,Indonesia,
species_690,Length,,,,,193,min,,range,43,,Indonesia,
species_690,Length,,,,,250.1,max,,,1,,Indonesia,
species_690,Reproduction,,,,,5,min,,range,3,,Indonesia,
species_690,Length,,,,,237,min,,range,3,,Indonesia,
species_690,Length,,,,,72.5,min,,range,,,Indonesia,
species_692,,,,,,,,,,,,,
species_692,,,,,,,,,,,,,
species_692,,,,,,,,,,,,,
species_692,,,,,,,,,,,,,
species_692,,,,,,,,,,,,,
species_692,,,,,,,,,,,,,
species_692,Length,,,,,73.2,max,,,1,,Indonesia,
species_692,Length,,,,,178.3,max,,,1,,Indonesia,
species_692,Length,,,,,159.5,min,,range,3,,Indonesia,
species_692,Reproduction,,,,,2,min,,range,3,,Indonesia,
species_692,Length,,,,,40,min,,range,1,,Indonesia,
species_692,Length,,,,,87,max,,,1,,Gulf of Papua,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,,,,,,,,,,,,,
species_702,Reproduction,,,,,May-October,raw_value,,,52,,Gulf of Tehuantepec,
species_702,Ecological Role,,,,,Low,mean,,,,,Global,
species_702,Ecological Role,,,,,High,mean,,,,,Global,
species_702,Ecological Role,,,,,High,mean,,,,,"Cocos Island, Costa Rica",
species_702,Ecological Role,,,,,High,mean,,,,,"Cocos Island, Costa Rica",
species_702,Ecological Role,,,,,Medium,mean,,,,,Eastern Pacific Coast to Hawaii,
species_702,Ecological Role,,,,,High,mean,,,,,Eastern Pacific Coast to Hawaii,
species_702,Ecological Role,,,,,Medium,mean,,,,,Eastern Pacific Coast to Hawaii,
species_702,Ecological Role,,,,,High,mean,,,,,Eastern Pacific Coast to Hawaii,
species_702,Ecological Role,,,,,High,mean,,,,,Central Pacific south of Hawaii,
species_702,Ecological Role,,,,,Medium,mean,,,,,Central Pacific south of Hawaii,
species_702,Ecological Role,,,,,High,mean,,,,,Central Pacific south of Hawaii,
species_702,Ecological Role,,,,,Medium,mean,,,,,Central Pacific south of Hawaii,
species_702,Length,,,,,184.8,mean,1.7,standard deviation,602,,Gulf of Tehuantepec,
species_702,Length,,,,,178.5,mean,4.19,standard deviation,634,,Gulf of Tehuantepec,
species_702,Length,,,,,160,raw_value,,,602,,Gulf of Tehuantepec,
species_702,Length,,,,,120,raw_value,,,634,,Gulf of Tehuantepec,
species_702,Length,,,,,217,raw_value,,,602,,Gulf of Tehuantepec,
species_702,Length,,,,,265,raw_value,,,634,,Gulf of Tehuantepec,
species_702,Length,,,,,66,raw_value,,,53,,Gulf of Tehuantepec,
species_702,Reproduction,,,,,7,raw_value,3,range,52,,Gulf of Tehuantepec,
species_702,Growth,,,,,314.9,raw_value,,,386,,Gulf of Mexico,
species_702,Growth,,,,,301,raw_value,,,352,,Gulf of Mexico,
species_702,Length,,,,,232,raw_value,,,386,,Gulf of Mexico,
species_702,Length,,,,,225,raw_value,,,352,,Gulf of Mexico,
species_702,Length,,,,,76,raw_value,,,,,Gulf of Mexico,
species_702,Growth,,,,,0.091,raw_value,,,386,,Gulf of Mexico,
species_702,Growth,,,,,0.098,raw_value,,,352,,Gulf of Mexico,
species_702,Reproduction,,,,,12,raw_value,,,13,,Gulf of Mexico,
species_702,Reproduction,,,,,2,min,2,range,13,,Gulf of Mexico,
species_702,Age,,,,,22,raw_value,,,386,,Gulf of Mexico,
species_702,Age,,,,,20,raw_value,,,352,,Gulf of Mexico,
species_702,Growth,,,,,-3.18,raw_value,,,386,,Gulf of Mexico,
species_702,Growth,,,,,-3.05,raw_value,,,352,,Gulf of Mexico,
species_702,Length,,,,,183.2,raw_value,,,,,Baja California peninsula,
species_702,Length,,,,,182.82,raw_value,,,,,Baja California peninsula,
species_702,Length,,,,,203.6,raw_value,,,,,Baja California peninsula,
species_702,Length,,,,,201.16,raw_value,,,,,Baja California peninsula,
species_702,Length,,,,,180.44,raw_value,,,,,Mexican Central Pacific,
species_702,Length,,,,,174.38,raw_value,,,,,Mexican Central Pacific,
species_702,Length,,,,,200.45,raw_value,,,,,Mexican Central Pacific,
species_702,Length,,,,,198.75,raw_value,,,,,Mexican Central Pacific,
species_702,Length,,,,,189.5,raw_value,,,,,Gulf of Tehuantepec,
species_702,Length,,,,,185.63,raw_value,,,,,Gulf of Tehuantepec,
species_702,Length,,,,,199.9,raw_value,,,,,Gulf of Tehuantepec,
species_702,Length,,,,,197.29,raw_value,,,,,Gulf of Tehuantepec,
species_702,Reproduction,,,,,2,min,2,range,19,,Baja California peninsula,
species_702,Reproduction,,,,,2,min,2,range,57,,Mexican Central Pacific,
species_702,Reproduction,,,,,1,min,1,range,22,,Gulf of Tehuantepec,
species_702,Growth,,,,,309.07,raw_value,,,253,,Eastern Pacific,
species_702,Growth,,,,,365.3,raw_value,,,240,,Eastern Pacific,
species_702,Growth,,,,,340.45,raw_value,,,493,,Eastern Pacific,
species_702,Growth,,,,,269.32,raw_value,,,493,,Eastern Pacific,
species_702,Growth,,,,,0.048,raw_value,,,253,,Eastern Pacific,
species_702,Growth,,,,,0.036,raw_value,,,240,,Eastern Pacific,
species_702,Growth,,,,,0.04,raw_value,,,493,,Eastern Pacific,
species_702,Growth,,,,,0.068,raw_value,,,493,,Eastern Pacific,
species_702,Growth,,,,,-5.88,raw_value,,,253,,Eastern Pacific,
species_702,Growth,,,,,-6.834,raw_value,,,240,,Eastern Pacific,
species_702,Growth,,,,,-6.527,raw_value,,,493,,Eastern Pacific,
species_702,Reproduction,,,,,4.75,mean,3,range,13,,Colima,
species_702,Relationships,,,,,3.27,,,,1726,,Colima,
species_702,Relationships,,,,,1.19,,,,1726,,Colima,
species_702,Relationships,,,,,2.54,,,,755,,Colima,
species_702,Relationships,,,,,1.19,,,,755,,Colima,
species_702,Relationships,,,,,3.94,,,,971,,Colima,
species_702,Relationships,,,,,1.18,,,,971,,Colima,
species_702,Growth,,,,,280,raw_value,,,1319,,Oaxaca -Mexico,
species_702,Length,,,,,120,mean,112,range,597,,Oaxaca -Mexico,
species_702,Length,,,,,145,mean,135,range,630,,Oaxaca -Mexico,
species_702,Growth,,,,,0.08,raw_value,,,1319,,Oaxaca -Mexico,
species_702,Growth,,,,,-3.82,raw_value,,,1319,,Oaxaca -Mexico,
species_702,Demography,,,,,0.09,raw_value,,,,,Oaxaca -Mexico,
species_702,Demography,,,,,0.92,raw_value,,,,,Oaxaca -Mexico,
species_702,Demography,,,,,0.83,raw_value,,,,,Oaxaca -Mexico,
species_702,Growth,,,,,210.9,raw_value,,,421,,Oaxaca -Mexico,
species_702,Growth,,,,,258.4,raw_value,,,421,,Oaxaca -Mexico,
species_702,Growth,,,,,185.4,raw_value,,,421,,Oaxaca -Mexico,
species_702,Growth,,,,,0.149,raw_value,,,421,,Oaxaca -Mexico,
species_702,Growth,,,,,0.099,raw_value,,,421,,Oaxaca -Mexico,
species_702,Growth,,,,,0.264,raw_value,,,421,,Oaxaca -Mexico,
species_702,Growth,,,,,-2.315,raw_value,,,421,,Oaxaca -Mexico,
species_702,Length,,,,,185,raw_value,,,117,,Gulf of Tehuantepec,
species_702,Length,,,,,180,raw_value,,,145,,Gulf of Tehuantepec,
species_702,Length,,,,,190,raw_value,,,115,,Gulf of Tehuantepec,
species_702,Length,,,,,180,raw_value,,,140,,Gulf of Tehuantepec,
species_702,Length,,,,,60,raw_value,,,,,Gulf of Tehuantepec,
species_702,Reproduction,,,,,4,min,4,range,23,,Gulf of Tehuantepec,
species_702,Reproduction,,,,,2,min,2,range,23,,Gulf of Tehuantepec,
species_702,Length,,,,,182,mean,180,95% Confidence Interval,116,,Baja California peninsula,
species_702,Length,,,,,180,mean,179,95% Confidence Interval,179,,Baja California peninsula,
species_702,Length,,,,,182,raw_value,,,116,,Baja California peninsula,
species_702,Length,,,,,180,raw_value,,,179,,Baja California peninsula,
species_702,Reproduction,,,,,40,raw_value,,,179,,Baja California peninsula,
species_702,Reproduction,,,,,150,raw_value,,,179,,Baja California peninsula,
species_702,Reproduction,,,,,June-September,raw_value,,,20,,Baja California peninsula,
species_702,Reproduction,,,,,5,mean,2,range,20,,Baja California peninsula,
species_702,Growth,,,,,335.77,raw_value,,,112,,Mexican Central Pacific,
species_702,Growth,,,,,314.02,raw_value,,,84,,Mexican Central Pacific,
species_702,Growth,,,,,336.61,raw_value,,,196,,Mexican Central Pacific,
species_702,Growth,,,,,0.037,raw_value,,,112,,Mexican Central Pacific,
species_702,Growth,,,,,0.039,raw_value,,,84,,Mexican Central Pacific,
species_702,Growth,,,,,0.036,raw_value,,,196,,Mexican Central Pacific,
species_702,Growth,,,,,-4.264,raw_value,,,112,,Mexican Central Pacific,
species_702,Growth,,,,,-4.427,raw_value,,,84,,Mexican Central Pacific,
species_702,Growth,,,,,-4.439,raw_value,,,196,,Mexican Central Pacific,
species_702,Growth,,,,,240,raw_value,,,145,,Baja California peninsula,
species_702,Length,,,,,76.5,raw_value,,,145,,Baja California peninsula,
species_702,Growth,,,,,0.14,raw_value,,,145,,Baja California peninsula,
species_702,Growth,,,,,-2.98,raw_value,,,145,,Baja California peninsula,
species_702,Age,,,,,16,raw_value,,,145,,Baja California peninsula,
species_702,Growth,,,,,315,raw_value,,,55,,Gulf of Tehuantepec,
species_702,Growth,,,,,310,raw_value,,,55,,Gulf of Tehuantepec,
species_702,Growth,,,,,315,raw_value,,,110,,Gulf of Tehuantepec,
species_702,Growth,,,,,0.106,raw_value,,,55,,Gulf of Tehuantepec,
species_702,Growth,,,,,0.102,raw_value,,,55,,Gulf of Tehuantepec,
species_702,Growth,,,,,0.104,raw_value,,,110,,Gulf of Tehuantepec,
species_702,Age,,,,,13,raw_value,,,61,,Gulf of Tehuantepec,
species_702,Age,,,,,10,raw_value,,,66,,Gulf of Tehuantepec,
species_702,Growth,,,,,-1.632,raw_value,,,55,,Gulf of Tehuantepec,
species_702,Growth,,,,,-1.86,raw_value,,,55,,Gulf of Tehuantepec,
species_702,Growth,,,,,-1.69,raw_value,,,110,,Gulf of Tehuantepec,
species_702,Length,,,,,239,max,,,1,,Northeastern Taiwan (Nanafanao fish market),
species_702,Length,,,,,265,max,,,1,,Northeastern Taiwan (Nanafanao fish market),
species_702,Length,,,,,230,max,,,1,,Northeastern Taiwan (Nanafanao fish market),
species_702,Age,,,,,11.3,max,,,132,,Northeastern Taiwan (Nanafanao fish market),
species_702,Relationships,,,,,1.1,raw_value,,,469,,Northeastern Taiwan (Nanafanao fish market),
species_702,Relationships,,,,,1.09,raw_value,,,469,,Northeastern Taiwan (Nanafanao fish market),
species_702,Relationships,,,,,2.36,raw_value,,,469,,Northeastern Taiwan (Nanafanao fish market),
species_702,Relationships,,,,,1.21,raw_value,,,469,,Northeastern Taiwan (Nanafanao fish market),
species_702,Relationships,,,,,3.64,raw_value,,,469,,Northeastern Taiwan (Nanafanao fish market),
species_702,Relationships,,,,,1.31,raw_value,,,469,,Northeastern Taiwan (Nanafanao fish market),
species_702,Relationships,,,,,25.979,raw_value,,,250,,Northeastern Taiwan (Nanafanao fish market),
species_702,Relationships,,,,,18.197,raw_value,,,250,,Northeastern Taiwan (Nanafanao fish market),
species_702,Relationships,,,,,2.92e-06,raw_value,,,469,,Northeastern Taiwan (Nanafanao fish market),
species_702,Relationships,,,,,3.15,raw_value,,,469,,Northeastern Taiwan (Nanafanao fish market),
species_702,Length,,,,,175,min,,range,256,,Northeastern Taiwan (Nanafanao fish market),
species_702,Length,,,,,212.5,raw_value,,,256,,Northeastern Taiwan (Nanafanao fish market),
species_702,Length,,,,,210,raw_value,,,213,,Northeastern Taiwan (Nanafanao fish market),
species_702,Length,,,,,210,min,,range,213,,Northeastern Taiwan (Nanafanao fish market),
species_702,Reproduction,,,,,8,min,,range,4,,Northeastern Taiwan (Nanafanao fish market),
species_702,Length,,,,,223,min,,range,4,,Northeastern Taiwan (Nanafanao fish market),
species_702,Length,,,,,63.5,min,,range,505,,Northeastern Taiwan (Nanafanao fish market),
species_702,Age,,,,,28.6,raw_value,,,132,,Northeastern Taiwan (Nanafanao fish market),
